#mapping_set_id: boomer:label_match_candidates
#mapping_tool: boomer-label-match
#mapping_date: 2026-03-04
#curie_map:
#  CL: http://purl.obolibrary.org/obo/CL_
#  BTO: http://purl.obolibrary.org/obo/BTO_
#  skos: http://www.w3.org/2004/02/skos/core#
#  semapv: https://w3id.org/semapv/vocab/
subject_id	subject_label	predicate_id	object_id	object_label	mapping_justification	confidence
UBERON:0001495	pectoral muscle	skos:exactMatch	BTO:0000023	pectoral muscle	semapv:LexicalMatching	0.7
UBERON:0001516	abdominal aorta	skos:exactMatch	BTO:0002976	abdominal aorta	semapv:LexicalMatching	0.7
UBERON:0001532	internal carotid artery	skos:exactMatch	BTO:0004697	internal carotid artery	semapv:LexicalMatching	0.7
UBERON:0001547	small saphenous vein	skos:exactMatch	BTO:0003272	small saphenous vein	semapv:LexicalMatching	0.7
UBERON:0001567	cheek	skos:exactMatch	BTO:0001754	cheek	semapv:LexicalMatching	0.7
UBERON:0001579	olfactory nerve	skos:exactMatch	BTO:0003648	olfactory nerve	semapv:LexicalMatching	0.7
UBERON:0001605	ciliary muscle	skos:exactMatch	BTO:0000654	ciliary muscle	semapv:LexicalMatching	0.7
UBERON:0001621	coronary artery	skos:exactMatch	BTO:0000290	coronary artery	semapv:LexicalMatching	0.7
UBERON:0001637	artery	skos:exactMatch	BTO:0000573	artery	semapv:LexicalMatching	0.7
UBERON:0001638	vein	skos:exactMatch	BTO:0000234	vein	semapv:LexicalMatching	0.7
UBERON:0001645	trigeminal nerve	skos:exactMatch	BTO:0001072	trigeminal nerve	semapv:LexicalMatching	0.7
UBERON:0001648	vestibulocochlear nerve	skos:exactMatch	BTO:0003490	vestibulocochlear nerve	semapv:LexicalMatching	0.7
UBERON:0001649	glossopharyngeal nerve	skos:exactMatch	BTO:0004979	glossopharyngeal nerve	semapv:LexicalMatching	0.7
UBERON:0001650	hypoglossal nerve	skos:exactMatch	BTO:0003386	hypoglossal nerve	semapv:LexicalMatching	0.7
UBERON:0001675	trigeminal ganglion	skos:exactMatch	BTO:0001231	trigeminal ganglion	semapv:LexicalMatching	0.7
UBERON:0001679	ethmoid bone	skos:exactMatch	BTO:0004140	ethmoid bone	semapv:LexicalMatching	0.7
UBERON:0001707	nasal cavity	skos:exactMatch	BTO:0002096	nasal cavity	semapv:LexicalMatching	0.7
UBERON:0001711	eyelid	skos:exactMatch	BTO:0002241	eyelid	semapv:LexicalMatching	0.7
UBERON:0001714	cranial ganglion	skos:exactMatch	BTO:0000106	cranial ganglion	semapv:LexicalMatching	0.7
UBERON:0001723	tongue	skos:exactMatch	BTO:0001385	tongue	semapv:LexicalMatching	0.7
UBERON:0001727	taste bud	skos:exactMatch	BTO:0000989	taste bud	semapv:LexicalMatching	0.7
UBERON:0001728	nasopharynx	skos:exactMatch	BTO:0000662	nasopharynx	semapv:LexicalMatching	0.7
UBERON:0001736	submandibular gland	skos:exactMatch	BTO:0001316	submandibular gland	semapv:LexicalMatching	0.7
UBERON:0001737	larynx	skos:exactMatch	BTO:0001208	larynx	semapv:LexicalMatching	0.7
UBERON:0001739	laryngeal cartilage	skos:exactMatch	BTO:0003660	laryngeal cartilage	semapv:LexicalMatching	0.7
UBERON:0001744	lymphoid tissue	skos:exactMatch	BTO:0000753	lymphoid tissue	semapv:LexicalMatching	0.7
UBERON:0001747	parenchyma of thyroid gland	skos:exactMatch	BTO:0004579	parenchyma of thyroid gland	semapv:LexicalMatching	0.7
UBERON:0001753	cementum	skos:exactMatch	BTO:0002525	cementum	semapv:LexicalMatching	0.7
UBERON:0001754	dental pulp	skos:exactMatch	BTO:0000339	dental pulp	semapv:LexicalMatching	0.7
UBERON:0001756	middle ear	skos:exactMatch	BTO:0002099	middle ear	semapv:LexicalMatching	0.7
UBERON:0001758	periodontium	skos:exactMatch	BTO:0001021	periodontium	semapv:LexicalMatching	0.7
UBERON:0001759	vagus nerve	skos:exactMatch	BTO:0003472	vagus nerve	semapv:LexicalMatching	0.7
UBERON:0001765	mammary duct	skos:exactMatch	BTO:0002845	mammary duct	semapv:LexicalMatching	0.7
UBERON:0001769	iris	skos:exactMatch	BTO:0000653	iris	semapv:LexicalMatching	0.7
UBERON:0001772	corneal epithelium	skos:exactMatch	BTO:0000287	corneal epithelium	semapv:LexicalMatching	0.7
UBERON:0001773	sclera	skos:exactMatch	BTO:0001606	sclera	semapv:LexicalMatching	0.7
UBERON:0001775	ciliary body	skos:exactMatch	BTO:0000260	ciliary body	semapv:LexicalMatching	0.7
UBERON:0001778	ciliary epithelium	skos:exactMatch	BTO:0001770	ciliary epithelium	semapv:LexicalMatching	0.7
UBERON:0001780	spinal nerve	skos:exactMatch	BTO:0000870	spinal nerve	semapv:LexicalMatching	0.7
UBERON:0001785	cranial nerve	skos:exactMatch	BTO:0001104	cranial nerve	semapv:LexicalMatching	0.7
UBERON:0001797	vitreous humor	skos:exactMatch	BTO:0001451	vitreous humor	semapv:LexicalMatching	0.7
UBERON:0001800	sensory ganglion	skos:exactMatch	BTO:0005630	sensory ganglion	semapv:LexicalMatching	0.7
UBERON:0001806	sympathetic ganglion	skos:exactMatch	BTO:0001333	sympathetic ganglion	semapv:LexicalMatching	0.7
UBERON:0001808	parasympathetic ganglion	skos:exactMatch	BTO:0001256	parasympathetic ganglion	semapv:LexicalMatching	0.7
UBERON:0001810	nerve plexus	skos:exactMatch	BTO:0000205	nerve plexus	semapv:LexicalMatching	0.7
UBERON:0001811	conjunctiva	skos:exactMatch	BTO:0003415	conjunctiva	semapv:LexicalMatching	0.7
UBERON:0001820	sweat gland	skos:exactMatch	BTO:0001331	sweat gland	semapv:LexicalMatching	0.7
UBERON:0001821	sebaceous gland	skos:exactMatch	BTO:0001980	sebaceous gland	semapv:LexicalMatching	0.7
UBERON:0001828	gingiva	skos:exactMatch	BTO:0000519	gingiva	semapv:LexicalMatching	0.7
UBERON:0001831	parotid gland	skos:exactMatch	BTO:0001004	parotid gland	semapv:LexicalMatching	0.7
UBERON:0001832	sublingual gland	skos:exactMatch	BTO:0001315	sublingual gland	semapv:LexicalMatching	0.7
UBERON:0001836	saliva	skos:exactMatch	BTO:0001202	saliva	semapv:LexicalMatching	0.7
UBERON:0001839	bony labyrinth	skos:exactMatch	BTO:0004685	bony labyrinth	semapv:LexicalMatching	0.7
UBERON:0001840	semicircular canal	skos:exactMatch	BTO:0003383	semicircular canal	semapv:LexicalMatching	0.7
UBERON:0001844	cochlea	skos:exactMatch	BTO:0000267	cochlea	semapv:LexicalMatching	0.7
UBERON:0001862	vestibular labyrinth	skos:exactMatch	BTO:0001856	vestibular labyrinth	semapv:LexicalMatching	0.7
UBERON:0001866	sebum	skos:exactMatch	BTO:0001981	sebum	semapv:LexicalMatching	0.7
UBERON:0001869	cerebral hemisphere	skos:exactMatch	BTO:0000231	cerebral hemisphere	semapv:LexicalMatching	0.7
UBERON:0001871	temporal lobe	skos:exactMatch	BTO:0001355	temporal lobe	semapv:LexicalMatching	0.7
UBERON:0001872	parietal lobe	skos:exactMatch	BTO:0001001	parietal lobe	semapv:LexicalMatching	0.7
UBERON:0001873	caudate nucleus	skos:exactMatch	BTO:0000211	caudate nucleus	semapv:LexicalMatching	0.7
UBERON:0001875	globus pallidus	skos:exactMatch	BTO:0002246	globus pallidus	semapv:LexicalMatching	0.7
UBERON:0001876	amygdala	skos:exactMatch	BTO:0001042	amygdala	semapv:LexicalMatching	0.7
UBERON:0001882	nucleus accumbens	skos:exactMatch	BTO:0001862	nucleus accumbens	semapv:LexicalMatching	0.7
UBERON:0001883	olfactory tubercle	skos:exactMatch	BTO:0001869	olfactory tubercle	semapv:LexicalMatching	0.7
UBERON:0001884	phrenic nerve	skos:exactMatch	BTO:0001063	phrenic nerve	semapv:LexicalMatching	0.7
UBERON:0001886	choroid plexus	skos:exactMatch	BTO:0000258	choroid plexus	semapv:LexicalMatching	0.7
UBERON:0001890	forebrain	skos:exactMatch	BTO:0000478	forebrain	semapv:LexicalMatching	0.7
UBERON:0001891	midbrain	skos:exactMatch	BTO:0000138	midbrain	semapv:LexicalMatching	0.7
UBERON:0001893	telencephalon	skos:exactMatch	BTO:0000239	telencephalon	semapv:LexicalMatching	0.7
UBERON:0001894	diencephalon	skos:exactMatch	BTO:0000342	diencephalon	semapv:LexicalMatching	0.7
UBERON:0001895	metencephalon	skos:exactMatch	BTO:0000673	metencephalon	semapv:LexicalMatching	0.7
UBERON:0001896	medulla oblongata	skos:exactMatch	BTO:0000041	medulla oblongata	semapv:LexicalMatching	0.7
UBERON:0001898	hypothalamus	skos:exactMatch	BTO:0000614	hypothalamus	semapv:LexicalMatching	0.7
UBERON:0001899	epithalamus	skos:exactMatch	BTO:0000175	epithalamus	semapv:LexicalMatching	0.7
UBERON:0001906	subthalamic nucleus	skos:exactMatch	BTO:0002252	subthalamic nucleus	semapv:LexicalMatching	0.7
UBERON:0001907	zona incerta	skos:exactMatch	BTO:0003146	zona incerta	semapv:LexicalMatching	0.7
UBERON:0001911	mammary gland	skos:exactMatch	BTO:0000817	mammary gland	semapv:LexicalMatching	0.7
UBERON:0001913	milk	skos:exactMatch	BTO:0000868	milk	semapv:LexicalMatching	0.7
UBERON:0001926	lateral geniculate body	skos:exactMatch	BTO:0004367	lateral geniculate body	semapv:LexicalMatching	0.7
UBERON:0001928	preoptic area	skos:exactMatch	BTO:0001796	preoptic area	semapv:LexicalMatching	0.7
UBERON:0001930	paraventricular nucleus of hypothalamus	skos:exactMatch	BTO:0002476	paraventricular nucleus of hypothalamus	semapv:LexicalMatching	0.7
UBERON:0001949	gingival epithelium	skos:exactMatch	BTO:0004998	gingival epithelium	semapv:LexicalMatching	0.7
UBERON:0001950	neocortex	skos:exactMatch	BTO:0000920	neocortex	semapv:LexicalMatching	0.7
UBERON:0001968	semen	skos:exactMatch	BTO:0001230	semen	semapv:LexicalMatching	0.7
UBERON:0001969	blood plasma	skos:exactMatch	BTO:0000131	blood plasma	semapv:LexicalMatching	0.7
UBERON:0001970	bile	skos:exactMatch	BTO:0000121	bile	semapv:LexicalMatching	0.7
UBERON:0001971	gastric juice	skos:exactMatch	BTO:0000501	gastric juice	semapv:LexicalMatching	0.7
UBERON:0001979	venule	skos:exactMatch	BTO:0002626	venule	semapv:LexicalMatching	0.7
UBERON:0001980	arteriole	skos:exactMatch	BTO:0001997	arteriole	semapv:LexicalMatching	0.7
UBERON:0001981	blood vessel	skos:exactMatch	BTO:0001102	blood vessel	semapv:LexicalMatching	0.7
UBERON:0001982	capillary	skos:exactMatch	BTO:0002045	capillary	semapv:LexicalMatching	0.7
UBERON:0001986	endothelium	skos:exactMatch	BTO:0000393	endothelium	semapv:LexicalMatching	0.7
UBERON:0001987	placenta	skos:exactMatch	BTO:0001078	placenta	semapv:LexicalMatching	0.7
UBERON:0001988	feces	skos:exactMatch	BTO:0000440	feces	semapv:LexicalMatching	0.7
UBERON:0001989	superior cervical ganglion	skos:exactMatch	BTO:0001325	superior cervical ganglion	semapv:LexicalMatching	0.7
UBERON:0001990	middle cervical ganglion	skos:exactMatch	BTO:0000359	middle cervical ganglion	semapv:LexicalMatching	0.7
UBERON:0001991	cervical ganglion	skos:exactMatch	BTO:0000113	cervical ganglion	semapv:LexicalMatching	0.7
UBERON:0001997	olfactory epithelium	skos:exactMatch	BTO:0000108	olfactory epithelium	semapv:LexicalMatching	0.7
UBERON:0002005	enteric nervous system	skos:exactMatch	BTO:0002506	enteric nervous system	semapv:LexicalMatching	0.7
UBERON:0002012	pulmonary artery	skos:exactMatch	BTO:0000778	pulmonary artery	semapv:LexicalMatching	0.7
UBERON:0002016	pulmonary vein	skos:exactMatch	BTO:0001799	pulmonary vein	semapv:LexicalMatching	0.7
UBERON:0002017	portal vein	skos:exactMatch	BTO:0001792	portal vein	semapv:LexicalMatching	0.7
UBERON:0002028	hindbrain	skos:exactMatch	BTO:0000672	hindbrain	semapv:LexicalMatching	0.7
UBERON:0002030	nipple	skos:exactMatch	BTO:0000821	nipple	semapv:LexicalMatching	0.7
UBERON:0002034	suprachiasmatic nucleus	skos:exactMatch	BTO:0001822	suprachiasmatic nucleus	semapv:LexicalMatching	0.7
UBERON:0002037	cerebellum	skos:exactMatch	BTO:0000232	cerebellum	semapv:LexicalMatching	0.7
UBERON:0002038	substantia nigra	skos:exactMatch	BTO:0000143	substantia nigra	semapv:LexicalMatching	0.7
UBERON:0002046	thyroid gland	skos:exactMatch	BTO:0001379	thyroid gland	semapv:LexicalMatching	0.7
UBERON:0002048	lung	skos:exactMatch	BTO:0000763	lung	semapv:LexicalMatching	0.7
UBERON:0002049	vasculature	skos:exactMatch	BTO:0003718	vasculature	semapv:LexicalMatching	0.7
UBERON:0002050	embryonic structure	skos:exactMatch	BTO:0000174	embryonic structure	semapv:LexicalMatching	0.7
UBERON:0002059	submandibular ganglion	skos:exactMatch	BTO:0001318	submandibular ganglion	semapv:LexicalMatching	0.7
UBERON:0002060	femoral artery	skos:exactMatch	BTO:0001624	femoral artery	semapv:LexicalMatching	0.7
UBERON:0002066	umbilical vein	skos:exactMatch	BTO:0001509	umbilical vein	semapv:LexicalMatching	0.7
UBERON:0002067	dermis	skos:exactMatch	BTO:0000294	dermis	semapv:LexicalMatching	0.7
UBERON:0002072	hypodermis	skos:exactMatch	BTO:0000313	hypodermis	semapv:LexicalMatching	0.7
UBERON:0002073	hair follicle	skos:exactMatch	BTO:0000554	hair follicle	semapv:LexicalMatching	0.7
UBERON:0002074	hair shaft	skos:exactMatch	BTO:0004672	hair shaft	semapv:LexicalMatching	0.7
UBERON:0002075	viscus	skos:exactMatch	BTO:0001491	viscus	semapv:LexicalMatching	0.7
UBERON:0002094	interventricular septum	skos:exactMatch	BTO:0002483	interventricular septum	semapv:LexicalMatching	0.7
UBERON:0002095	mesentery	skos:exactMatch	BTO:0001380	mesentery	semapv:LexicalMatching	0.7
UBERON:0002100	trunk	skos:exactMatch	BTO:0001493	trunk	semapv:LexicalMatching	0.7
UBERON:0002101	limb	skos:exactMatch	BTO:0001492	limb	semapv:LexicalMatching	0.7
UBERON:0002102	forelimb	skos:exactMatch	BTO:0001729	forelimb	semapv:LexicalMatching	0.7
UBERON:0002103	hindlimb	skos:exactMatch	BTO:0002345	hindlimb	semapv:LexicalMatching	0.7
UBERON:0002106	spleen	skos:exactMatch	BTO:0001281	spleen	semapv:LexicalMatching	0.7
UBERON:0002107	liver	skos:exactMatch	BTO:0000759	liver	semapv:LexicalMatching	0.7
UBERON:0002108	small intestine	skos:exactMatch	BTO:0000651	small intestine	semapv:LexicalMatching	0.7
UBERON:0002113	kidney	skos:exactMatch	BTO:0000671	kidney	semapv:LexicalMatching	0.7
UBERON:0002114	duodenum	skos:exactMatch	BTO:0000365	duodenum	semapv:LexicalMatching	0.7
UBERON:0002115	jejunum	skos:exactMatch	BTO:0000657	jejunum	semapv:LexicalMatching	0.7
UBERON:0002116	ileum	skos:exactMatch	BTO:0000620	ileum	semapv:LexicalMatching	0.7
UBERON:0002120	pronephros	skos:exactMatch	BTO:0001541	pronephros	semapv:LexicalMatching	0.7
UBERON:0002129	cerebellar cortex	skos:exactMatch	BTO:0000043	cerebellar cortex	semapv:LexicalMatching	0.7
UBERON:0002139	subcommissural organ	skos:exactMatch	BTO:0001820	subcommissural organ	semapv:LexicalMatching	0.7
UBERON:0002148	locus ceruleus	skos:exactMatch	BTO:0001408	locus ceruleus	semapv:LexicalMatching	0.7
UBERON:0002162	area postrema	skos:exactMatch	BTO:0003425	area postrema	semapv:LexicalMatching	0.7
UBERON:0002165	endocardium	skos:exactMatch	BTO:0000387	endocardium	semapv:LexicalMatching	0.7
UBERON:0002169	alveolar sac	skos:exactMatch	BTO:0000061	alveolar sac	semapv:LexicalMatching	0.7
UBERON:0002185	bronchus	skos:exactMatch	BTO:0001340	bronchus	semapv:LexicalMatching	0.7
UBERON:0002186	bronchiole	skos:exactMatch	BTO:0002375	bronchiole	semapv:LexicalMatching	0.7
UBERON:0002187	terminal bronchiole	skos:exactMatch	BTO:0003223	terminal bronchiole	semapv:LexicalMatching	0.7
UBERON:0002188	respiratory bronchiole	skos:exactMatch	BTO:0003222	respiratory bronchiole	semapv:LexicalMatching	0.7
UBERON:0002190	subcutaneous adipose tissue	skos:exactMatch	BTO:0004042	subcutaneous adipose tissue	semapv:LexicalMatching	0.7
UBERON:0002191	subiculum	skos:exactMatch	BTO:0003087	subiculum	semapv:LexicalMatching	0.7
UBERON:0002196	adenohypophysis	skos:exactMatch	BTO:0000040	adenohypophysis	semapv:LexicalMatching	0.7
UBERON:0002198	neurohypophysis	skos:exactMatch	BTO:0000937	neurohypophysis	semapv:LexicalMatching	0.7
UBERON:0002199	integument	skos:exactMatch	BTO:0000634	integument	semapv:LexicalMatching	0.7
UBERON:0002219	subfornical organ	skos:exactMatch	BTO:0006266	subfornical organ	semapv:LexicalMatching	0.7
UBERON:0002222	perichondrium	skos:exactMatch	BTO:0005089	perichondrium	semapv:LexicalMatching	0.7
UBERON:0002240	spinal cord	skos:exactMatch	BTO:0001279	spinal cord	semapv:LexicalMatching	0.7
UBERON:0002242	nucleus pulposus	skos:exactMatch	BTO:0003626	nucleus pulposus	semapv:LexicalMatching	0.7
UBERON:0002255	vomeronasal organ	skos:exactMatch	BTO:0002608	vomeronasal organ	semapv:LexicalMatching	0.7
UBERON:0002262	celiac ganglion	skos:exactMatch	BTO:0006296	celiac ganglion	semapv:LexicalMatching	0.7
UBERON:0002264	olfactory bulb	skos:exactMatch	BTO:0000961	olfactory bulb	semapv:LexicalMatching	0.7
UBERON:0002265	olfactory tract	skos:exactMatch	BTO:0003647	olfactory tract	semapv:LexicalMatching	0.7
UBERON:0002266	anterior olfactory nucleus	skos:exactMatch	BTO:0003649	anterior olfactory nucleus	semapv:LexicalMatching	0.7
UBERON:0002268	olfactory organ	skos:exactMatch	BTO:0001772	olfactory organ	semapv:LexicalMatching	0.7
UBERON:0002278	perilymphatic space	skos:exactMatch	BTO:0002083	perilymphatic space	semapv:LexicalMatching	0.7
UBERON:0002303	juxtaglomerular apparatus	skos:exactMatch	BTO:0005157	juxtaglomerular apparatus	semapv:LexicalMatching	0.7
UBERON:0002319	mesangium	skos:exactMatch	BTO:0002494	mesangium	semapv:LexicalMatching	0.7
UBERON:0002328	notochord	skos:exactMatch	BTO:0001768	notochord	semapv:LexicalMatching	0.7
UBERON:0002329	somite	skos:exactMatch	BTO:0001558	somite	semapv:LexicalMatching	0.7
UBERON:0002331	umbilical cord	skos:exactMatch	BTO:0001415	umbilical cord	semapv:LexicalMatching	0.7
UBERON:0002335	macula densa	skos:exactMatch	BTO:0003940	macula densa	semapv:LexicalMatching	0.7
UBERON:0002336	corpus callosum	skos:exactMatch	BTO:0000615	corpus callosum	semapv:LexicalMatching	0.7
UBERON:0002342	neural crest	skos:exactMatch	BTO:0001764	neural crest	semapv:LexicalMatching	0.7
UBERON:0002349	myocardium	skos:exactMatch	BTO:0000901	myocardium	semapv:LexicalMatching	0.7
UBERON:0002352	atrioventricular node	skos:exactMatch	BTO:0005689	atrioventricular node	semapv:LexicalMatching	0.7
UBERON:0002354	cardiac Purkinje fiber	skos:exactMatch	BTO:0001735	cardiac Purkinje fiber	semapv:LexicalMatching	0.7
UBERON:0002358	peritoneum	skos:exactMatch	BTO:0001472	peritoneum	semapv:LexicalMatching	0.7
UBERON:0002360	meninx	skos:exactMatch	BTO:0000144	meninx	semapv:LexicalMatching	0.7
UBERON:0002361	pia mater	skos:exactMatch	BTO:0001635	pia mater	semapv:LexicalMatching	0.7
UBERON:0002362	arachnoid mater	skos:exactMatch	BTO:0001636	arachnoid mater	semapv:LexicalMatching	0.7
UBERON:0002363	dura mater	skos:exactMatch	BTO:0001637	dura mater	semapv:LexicalMatching	0.7
UBERON:0002365	exocrine gland	skos:exactMatch	BTO:0000765	exocrine gland	semapv:LexicalMatching	0.7
UBERON:0002367	prostate gland	skos:exactMatch	BTO:0001129	prostate gland	semapv:LexicalMatching	0.7
UBERON:0002368	endocrine gland	skos:exactMatch	BTO:0001488	endocrine gland	semapv:LexicalMatching	0.7
UBERON:0002369	adrenal gland	skos:exactMatch	BTO:0000047	adrenal gland	semapv:LexicalMatching	0.7
UBERON:0002370	thymus	skos:exactMatch	BTO:0001374	thymus	semapv:LexicalMatching	0.7
UBERON:0002371	bone marrow	skos:exactMatch	BTO:0000141	bone marrow	semapv:LexicalMatching	0.7
UBERON:0002372	tonsil	skos:exactMatch	BTO:0001387	tonsil	semapv:LexicalMatching	0.7
UBERON:0002384	connective tissue	skos:exactMatch	BTO:0000421	connective tissue	semapv:LexicalMatching	0.7
UBERON:0002390	hematopoietic system	skos:exactMatch	BTO:0000570	hematopoietic system	semapv:LexicalMatching	0.7
UBERON:0002391	lymph	skos:exactMatch	BTO:0000855	lymph	semapv:LexicalMatching	0.7
UBERON:0002394	bile duct	skos:exactMatch	BTO:0000122	bile duct	semapv:LexicalMatching	0.7
UBERON:0002402	pleural cavity	skos:exactMatch	BTO:0004422	pleural cavity	semapv:LexicalMatching	0.7
UBERON:0002405	immune system	skos:exactMatch	BTO:0005810	immune system	semapv:LexicalMatching	0.7
UBERON:0002407	pericardium	skos:exactMatch	BTO:0000717	pericardium	semapv:LexicalMatching	0.7
UBERON:0002409	pericardial fluid	skos:exactMatch	BTO:0001016	pericardial fluid	semapv:LexicalMatching	0.7
UBERON:0002410	autonomic nervous system	skos:exactMatch	BTO:0002507	autonomic nervous system	semapv:LexicalMatching	0.7
UBERON:0002411	clitoris	skos:exactMatch	BTO:0002020	clitoris	semapv:LexicalMatching	0.7
UBERON:0002412	vertebra	skos:exactMatch	BTO:0006196	vertebra	semapv:LexicalMatching	0.7
UBERON:0002415	tail	skos:exactMatch	BTO:0001348	tail	semapv:LexicalMatching	0.7
UBERON:0002420	basal ganglion	skos:exactMatch	BTO:0000235	basal ganglion	semapv:LexicalMatching	0.7
UBERON:0002422	fourth ventricle	skos:exactMatch	BTO:0003426	fourth ventricle	semapv:LexicalMatching	0.7
UBERON:0002424	oral epithelium	skos:exactMatch	BTO:0001775	oral epithelium	semapv:LexicalMatching	0.7
UBERON:0002444	lens fiber	skos:exactMatch	BTO:0000724	lens fiber	semapv:LexicalMatching	0.7
UBERON:0002450	decidua	skos:exactMatch	BTO:0001360	decidua	semapv:LexicalMatching	0.7
UBERON:0002451	endometrial gland	skos:exactMatch	BTO:0003433	endometrial gland	semapv:LexicalMatching	0.7
UBERON:0002464	nerve trunk	skos:exactMatch	BTO:0000927	nerve trunk	semapv:LexicalMatching	0.7
UBERON:0002495	long bone	skos:exactMatch	BTO:0004256	long bone	semapv:LexicalMatching	0.7
UBERON:0002499	cochlear labyrinth	skos:exactMatch	BTO:0004686	cochlear labyrinth	semapv:LexicalMatching	0.7
UBERON:0002509	mesenteric lymph node	skos:exactMatch	BTO:0000767	mesenteric lymph node	semapv:LexicalMatching	0.7
UBERON:0002512	corpus luteum	skos:exactMatch	BTO:0000292	corpus luteum	semapv:LexicalMatching	0.7
UBERON:0002513	endochondral bone	skos:exactMatch	BTO:0002157	endochondral bone	semapv:LexicalMatching	0.7
UBERON:0002515	periosteum	skos:exactMatch	BTO:0001022	periosteum	semapv:LexicalMatching	0.7
UBERON:0002530	gland	skos:exactMatch	BTO:0000522	gland	semapv:LexicalMatching	0.7
UBERON:0002548	larva	skos:exactMatch	BTO:0000707	larva	semapv:LexicalMatching	0.7
UBERON:0002707	corticospinal tract	skos:exactMatch	BTO:0006132	corticospinal tract	semapv:LexicalMatching	0.7
UBERON:0002708	posterior periventricular nucleus	skos:exactMatch	BTO:0002479	posterior periventricular nucleus	semapv:LexicalMatching	0.7
UBERON:0002709	posterior nuclear complex of thalamus	skos:exactMatch	BTO:0002462	posterior nuclear complex of thalamus	semapv:LexicalMatching	0.7
UBERON:0002714	rubrospinal tract	skos:exactMatch	BTO:0006159	rubrospinal tract	semapv:LexicalMatching	0.7
UBERON:0002743	basal forebrain	skos:exactMatch	BTO:0002444	basal forebrain	semapv:LexicalMatching	0.7
UBERON:0002886	lateral amygdaloid nucleus	skos:exactMatch	BTO:0002704	lateral amygdaloid nucleus	semapv:LexicalMatching	0.7
UBERON:0002892	medial amygdaloid nucleus	skos:exactMatch	BTO:0002702	medial amygdaloid nucleus	semapv:LexicalMatching	0.7
UBERON:0002894	olfactory cortex	skos:exactMatch	BTO:0001446	olfactory cortex	semapv:LexicalMatching	0.7
UBERON:0002925	trigeminal nucleus	skos:exactMatch	BTO:0001074	trigeminal nucleus	semapv:LexicalMatching	0.7
UBERON:0003050	olfactory placode	skos:exactMatch	BTO:0006222	olfactory placode	semapv:LexicalMatching	0.7
UBERON:0003053	ventricular zone	skos:exactMatch	BTO:0003654	ventricular zone	semapv:LexicalMatching	0.7
UBERON:0003055	periderm	skos:exactMatch	BTO:0003377	periderm	semapv:LexicalMatching	0.7
UBERON:0003060	pronephric duct	skos:exactMatch	BTO:0005991	pronephric duct	semapv:LexicalMatching	0.7
UBERON:0003072	optic cup	skos:exactMatch	BTO:0005351	optic cup	semapv:LexicalMatching	0.7
UBERON:0003074	mesonephric duct	skos:exactMatch	BTO:0005990	mesonephric duct	semapv:LexicalMatching	0.7
UBERON:0003075	neural plate	skos:exactMatch	BTO:0001765	neural plate	semapv:LexicalMatching	0.7
UBERON:0003079	floor plate	skos:exactMatch	BTO:0001720	floor plate	semapv:LexicalMatching	0.7
UBERON:0003082	myotome	skos:exactMatch	BTO:0000742	myotome	semapv:LexicalMatching	0.7
UBERON:0003084	heart primordium	skos:exactMatch	BTO:0001887	heart primordium	semapv:LexicalMatching	0.7
UBERON:0003089	sclerotome	skos:exactMatch	BTO:0006255	sclerotome	semapv:LexicalMatching	0.7
UBERON:0003091	thyroid primordium	skos:exactMatch	BTO:0004709	thyroid primordium	semapv:LexicalMatching	0.7
UBERON:0003104	mesenchyme	skos:exactMatch	BTO:0001393	mesenchyme	semapv:LexicalMatching	0.7
UBERON:0003126	trachea	skos:exactMatch	BTO:0001388	trachea	semapv:LexicalMatching	0.7
UBERON:0003128	cranium	skos:exactMatch	BTO:0001295	cranium	semapv:LexicalMatching	0.7
UBERON:0003215	alveolus	skos:exactMatch	BTO:0000060	alveolus	semapv:LexicalMatching	0.7
UBERON:0003295	pharyngeal gland	skos:exactMatch	BTO:0004849	pharyngeal gland	semapv:LexicalMatching	0.7
UBERON:0003351	pharyngeal epithelium	skos:exactMatch	BTO:0005240	pharyngeal epithelium	semapv:LexicalMatching	0.7
UBERON:0003662	forelimb muscle	skos:exactMatch	BTO:0000479	forelimb muscle	semapv:LexicalMatching	0.7
UBERON:0003687	foramen magnum	skos:exactMatch	BTO:0006035	foramen magnum	semapv:LexicalMatching	0.7
UBERON:0003861	neural arch	skos:exactMatch	BTO:0001763	neural arch	semapv:LexicalMatching	0.7
UBERON:0003911	choroid plexus epithelium	skos:exactMatch	BTO:0006008	choroid plexus epithelium	semapv:LexicalMatching	0.7
UBERON:0003937	reproductive gland	skos:exactMatch	BTO:0006162	reproductive gland	semapv:LexicalMatching	0.7
UBERON:0004016	dermatome	skos:exactMatch	BTO:0006248	dermatome	semapv:LexicalMatching	0.7
UBERON:0004027	chorionic plate	skos:exactMatch	BTO:0002879	chorionic plate	semapv:LexicalMatching	0.7
UBERON:0004044	anterior visceral endoderm	skos:exactMatch	BTO:0003361	anterior visceral endoderm	semapv:LexicalMatching	0.7
UBERON:0004086	brain ventricle	skos:exactMatch	BTO:0001442	brain ventricle	semapv:LexicalMatching	0.7
UBERON:0004087	vena cava	skos:exactMatch	BTO:0001438	vena cava	semapv:LexicalMatching	0.7
UBERON:0004188	glomerular epithelium	skos:exactMatch	BTO:0001515	glomerular epithelium	semapv:LexicalMatching	0.7
